4000
416	1	175
417	1	80
418	2	101
419	2	161
420	1	188
421	3	169
422	2	156
423	2	105
424	3	140
425	2	142
426	1	132
427	3	139
428	2	142
429	1	123
430	1	23
431	1	158
432	2	188
433	2	6
434	3	109
435	3	166
436	3	186
437	1	128
438	3	57
439	3	67
440	1	95
441	3	184
442	2	180
443	3	20
444	1	142
445	1	171
446	3	155
447	3	133
448	2	100
449	1	90
450	1	125
451	1	8
452	3	31
453	1	115
454	3	160
455	3	54
456	2	78
457	1	49
458	3	32
459	1	138
460	1	137
461	3	174
462	2	162
463	2	153
464	2	154
465	1	140
466	1	31
467	3	21
468	1	83
469	2	34
470	3	3
471	3	76
472	1	189
473	2	12
474	3	17
475	3	177
476	1	133
477	3	130
478	3	169
479	1	10
480	2	197
481	1	38
482	3	196
483	2	96
484	3	42
485	3	138
486	2	21
487	1	43
488	2	9
489	2	164
490	3	103
491	3	28
492	3	31
493	2	104
494	1	70
495	3	138
496	2	189
497	1	116
498	3	60
499	3	82
500	1	123
501	1	126
502	2	159
503	2	98
504	3	139
505	3	157
506	1	69
507	2	97
508	2	197
509	3	109
510	3	171
511	1	112
512	1	188
513	1	145
514	3	190
515	2	175
516	3	1
517	2	109
518	1	66
519	1	27
520	2	54
521	1	30
522	2	68
523	1	122
524	1	82
525	2	82
526	2	126
527	2	121
528	2	85
529	2	114
530	1	18
531	2	197
532	1	8
533	2	190
534	1	93
535	3	21
536	2	82
537	2	178
538	3	12
539	3	102
540	1	76
541	2	41
542	1	48
543	3	14
544	1	55
545	1	7
546	1	142
547	1	113
548	1	146
549	3	60
550	2	162
551	3	117
552	3	87
553	1	142
554	3	125
555	3	93
556	1	100
557	2	19
558	3	83
559	3	135
560	2	64
561	1	140
562	2	112
563	2	43
564	2	94
565	2	124
566	1	41
567	1	38
568	3	183
569	3	122
570	3	144
571	3	135
572	1	9
573	1	87
574	3	185
575	3	169
576	1	156
577	2	97
578	1	104
579	2	96
580	2	173
581	3	17
582	3	81
583	2	157
584	2	106
585	1	27
586	2	42
587	1	18
588	3	159
589	1	200
590	2	112
591	2	61
592	1	30
593	3	174
594	3	70
595	3	101
596	1	7
597	3	181
598	2	21
599	2	41
600	3	88
601	1	16
602	2	192
603	1	64
604	1	182
605	1	40
606	2	84
607	2	92
608	3	22
609	3	75
610	1	74
611	1	50
612	1	196
613	3	27
614	2	125
615	3	151
616	1	159
617	2	94
618	2	128
619	2	36
620	2	177
621	2	44
622	1	84
623	3	180
624	2	21
625	1	158
626	2	135
627	3	134
628	3	173
629	2	175
630	1	21
631	3	135
632	3	65
633	3	48
634	2	32
635	2	177
636	2	91
637	3	63
638	3	51
639	1	62
640	1	174
641	1	61
642	3	172
643	1	27
644	1	195
645	2	122
646	1	82
647	3	40
648	3	66
649	3	101
650	3	91
651	3	14
652	2	169
653	3	75
654	3	8
655	3	167
656	1	17
657	2	133
658	1	162
659	1	59
660	1	49
661	1	200
662	3	166
663	1	197
664	3	10
665	2	1
666	3	26
667	2	43
668	1	18
669	2	27
670	1	26
671	1	14
672	2	180
673	1	70
674	1	13
675	3	62
676	2	17
677	2	84
678	2	154
679	2	60
680	1	7
681	3	147
682	3	189
683	3	76
684	1	59
685	1	152
686	2	73
687	3	63
688	2	36
689	3	149
690	1	1
691	3	130
692	2	194
693	1	176
694	1	53
695	3	119
696	3	81
697	3	86
698	2	191
699	3	36
700	1	14
701	2	9
702	3	56
703	3	93
704	2	169
705	1	178
706	3	60
707	1	131
708	2	125
709	3	182
710	1	114
711	3	11
712	3	172
713	2	188
714	3	34
715	1	127
716	3	194
717	3	183
718	3	108
719	1	81
720	3	185
721	2	32
722	1	64
723	3	40
724	3	13
725	3	120
726	1	20
727	2	45
728	3	99
729	1	166
730	2	152
731	1	167
732	2	155
733	2	165
734	1	173
735	3	64
736	3	187
737	1	164
738	1	101
739	2	20
740	3	177
741	3	97
742	3	93
743	2	9
744	2	37
745	3	37
746	1	87
747	1	158
748	1	180
749	3	70
750	1	133
751	2	26
752	2	134
753	1	191
754	2	194
755	1	21
756	2	64
757	2	196
758	2	65
759	2	81
760	3	11
761	2	189
762	1	133
763	3	85
764	2	149
765	1	192
766	2	105
767	1	71
768	2	164
769	2	29
770	1	115
771	2	109
772	2	93
773	1	130
774	1	43
775	2	74
776	1	47
777	2	61
778	3	25
779	1	76
780	1	66
781	3	84
782	3	142
783	3	142
784	2	6
785	2	74
786	2	65
787	2	29
788	3	90
789	1	88
790	2	57
791	1	53
792	1	139
793	1	51
794	1	12
795	1	75
796	1	144
797	2	21
798	3	183
799	3	82
800	2	42
801	3	17
802	3	174
803	2	107
804	3	28
805	1	94
806	1	197
807	3	182
808	2	38
809	1	10
810	3	98
811	3	54
812	2	167
813	3	161
814	2	112
815	3	137
816	3	103
817	1	117
818	2	19
819	3	57
820	3	174
821	1	131
822	3	129
823	1	63
824	3	189
825	3	22
826	3	45
827	3	35
828	1	70
829	3	138
830	1	19
831	2	19
832	3	137
833	2	51
834	1	69
835	2	31
836	2	68
837	2	91
838	3	197
839	2	6
840	1	160
841	1	1
842	1	179
843	3	136
844	3	70
845	2	124
846	2	39
847	2	73
848	1	116
849	2	28
850	1	50
851	2	1
852	3	54
853	3	140
854	2	70
855	1	138
856	3	77
857	1	131
858	1	146
859	1	148
860	2	84
861	3	36
862	2	99
863	3	5
864	1	45
865	2	82
866	2	126
867	1	76
868	2	11
869	1	133
870	2	96
871	1	182
872	1	162
873	1	63
874	1	135
875	2	146
876	3	114
877	3	1
878	3	99
879	3	121
880	3	30
881	2	68
882	3	117
883	3	2
884	3	35
885	1	123
886	3	171
887	3	175
888	2	67
889	1	142
890	1	100
891	1	25
892	2	27
893	2	171
894	3	94
895	1	188
896	1	144
897	2	173
898	1	191
899	2	73
900	2	194
901	2	127
902	1	121
903	1	94
904	2	133
905	1	129
906	2	121
907	3	63
908	2	142
909	3	59
910	1	53
911	1	28
912	3	131
913	2	19
914	1	142
915	3	59
916	3	19
917	1	129
918	3	19
919	2	80
920	2	21
921	2	151
922	2	189
923	1	126
924	2	190
925	2	69
926	1	66
927	2	119
928	3	94
929	2	45
930	2	150
931	3	149
932	2	167
933	3	94
934	3	156
935	2	83
936	2	112
937	2	162
938	3	8
939	1	56
940	1	145
941	1	31
942	2	157
943	2	138
944	3	85
945	3	83
946	1	158
947	2	155
948	3	157
949	1	4
950	3	105
951	2	182
952	1	186
953	2	73
954	3	85
955	1	152
956	1	198
957	3	151
958	1	124
959	2	83
960	3	107
961	1	184
962	3	93
963	2	13
964	3	183
965	2	22
966	1	119
967	3	37
968	3	130
969	1	2
970	2	108
971	1	32
972	2	185
973	1	129
974	2	19
975	3	54
976	3	152
977	2	140
978	1	5
979	1	43
980	2	13
981	1	10
982	3	13
983	3	115
984	2	64
985	1	30
986	3	7
987	2	41
988	3	132
989	3	80
990	1	80
991	1	73
992	2	119
993	1	139
994	2	72
995	3	29
996	2	127
997	2	159
998	2	63
999	3	47
1000	2	20
1001	2	124
1002	3	167
1003	1	33
1004	1	126
1005	2	135
1006	2	95
1007	2	140
1008	2	157
1009	1	164
1010	2	184
1011	2	146
1012	3	90
1013	3	73
1014	2	137
1015	2	136
1016	1	146
1017	3	101
1018	3	136
1019	2	28
1020	3	151
1021	1	20
1022	3	196
1023	2	62
1024	1	86
1025	1	117
1026	1	155
1027	3	140
1028	2	115
1029	2	137
1030	1	85
1031	3	136
1032	1	163
1033	2	172
1034	2	188
1035	3	155
1036	3	65
1037	1	10
1038	3	52
1039	1	35
1040	1	18
1041	2	170
1042	2	125
1043	2	46
1044	2	100
1045	2	141
1046	3	10
1047	3	21
1048	1	179
1049	1	152
1050	2	64
1051	2	98
1052	1	58
1053	1	81
1054	2	71
1055	2	53
1056	2	10
1057	2	141
1058	1	78
1059	3	71
1060	3	79
1061	1	105
1062	3	41
1063	2	134
1064	2	29
1065	1	123
1066	2	48
1067	2	9
1068	3	3
1069	1	158
1070	2	30
1071	3	22
1072	1	155
1073	2	198
1074	1	177
1075	2	129
1076	2	100
1077	1	130
1078	1	92
1079	1	111
1080	2	99
1081	2	3
1082	1	89
1083	1	49
1084	1	9
1085	2	48
1086	2	4
1087	2	61
1088	2	150
1089	1	101
1090	2	6
1091	1	112
1092	1	164
1093	2	102
1094	3	99
1095	1	118
1096	1	76
1097	2	48
1098	2	82
1099	3	116
1100	3	179
1101	2	126
1102	3	55
1103	1	136
1104	3	88
1105	1	8
1106	1	70
1107	1	23
1108	3	196
1109	2	60
1110	2	111
1111	1	1
1112	3	123
1113	3	177
1114	2	25
1115	1	111
1116	2	21
1117	3	117
1118	3	50
1119	1	178
1120	2	115
1121	2	187
1122	1	140
1123	2	187
1124	3	82
1125	1	121
1126	3	145
1127	3	145
1128	3	128
1129	3	156
1130	1	36
1131	2	48
1132	3	85
1133	3	69
1134	3	118
1135	3	148
1136	1	190
1137	1	101
1138	3	36
1139	3	182
1140	1	189
1141	2	16
1142	3	156
1143	1	50
1144	3	139
1145	2	133
1146	3	38
1147	3	18
1148	2	182
1149	3	81
1150	3	110
1151	1	63
1152	3	152
1153	3	71
1154	1	45
1155	3	14
1156	3	25
1157	3	1
1158	1	21
1159	1	33
1160	1	50
1161	2	189
1162	2	159
1163	1	105
1164	2	76
1165	1	40
1166	3	180
1167	1	150
1168	1	90
1169	2	195
1170	1	111
1171	2	43
1172	1	39
1173	1	83
1174	3	13
1175	2	16
1176	3	189
1177	1	68
1178	3	104
1179	3	153
1180	3	86
1181	3	97
1182	1	183
1183	2	196
1184	2	59
1185	2	130
1186	1	98
1187	3	198
1188	2	96
1189	1	40
1190	3	40
1191	2	139
1192	1	53
1193	2	119
1194	2	193
1195	1	67
1196	1	85
1197	3	125
1198	3	87
1199	1	36
1200	1	15
1201	3	192
1202	3	169
1203	2	181
1204	1	149
1205	2	41
1206	1	108
1207	2	78
1208	1	12
1209	2	23
1210	3	164
1211	2	64
1212	1	125
1213	1	5
1214	3	41
1215	3	78
1216	3	83
1217	2	43
1218	3	132
1219	2	175
1220	1	139
1221	3	182
1222	2	54
1223	2	72
1224	1	72
1225	3	83
1226	2	6
1227	3	34
1228	3	64
1229	2	129
1230	3	88
1231	2	189
1232	3	80
1233	2	36
1234	3	44
1235	3	37
1236	1	178
1237	1	110
1238	2	86
1239	2	78
1240	3	178
1241	3	118
1242	1	66
1243	3	194
1244	1	90
1245	3	127
1246	2	147
1247	3	134
1248	2	64
1249	2	1
1250	1	14
1251	1	56
1252	2	101
1253	2	130
1254	1	142
1255	1	174
1256	1	161
1257	3	131
1258	1	193
1259	3	37
1260	1	113
1261	2	29
1262	3	19
1263	1	194
1264	1	125
1265	2	177
1266	2	131
1267	2	10
1268	1	181
1269	2	66
1270	3	97
1271	2	144
1272	2	77
1273	2	12
1274	1	10
1275	2	106
1276	1	90
1277	2	169
1278	1	2
1279	1	44
1280	1	100
1281	2	133
1282	1	53
1283	1	119
1284	3	146
1285	3	145
1286	1	24
1287	2	164
1288	3	73
1289	1	69
1290	2	67
1291	2	76
1292	3	36
1293	3	102
1294	1	58
1295	3	13
1296	1	151
1297	2	141
1298	2	34
1299	2	24
1300	3	134
1301	1	180
1302	2	67
1303	2	75
1304	3	122
1305	1	76
1306	2	133
1307	3	124
1308	1	76
1309	2	39
1310	3	17
1311	1	78
1312	1	166
1313	1	87
1314	3	128
1315	3	158
1316	2	147
1317	1	141
1318	3	52
1319	2	153
1320	2	135
1321	1	21
1322	1	112
1323	2	81
1324	3	84
1325	2	167
1326	3	186
1327	3	46
1328	2	41
1329	3	195
1330	2	31
1331	2	93
1332	1	60
1333	2	134
1334	2	36
1335	2	181
1336	2	157
1337	1	136
1338	3	50
1339	1	154
1340	3	59
1341	1	56
1342	2	191
1343	2	185
1344	2	31
1345	3	147
1346	1	54
1347	1	176
1348	1	169
1349	3	51
1350	2	87
1351	3	5
1352	1	157
1353	3	32
1354	3	108
1355	3	4
1356	3	131
1357	2	99
1358	3	172
1359	3	152
1360	1	154
1361	1	68
1362	1	76
1363	2	110
1364	3	110
1365	3	136
1366	1	156
1367	2	31
1368	1	162
1369	3	28
1370	3	98
1371	2	109
1372	1	135
1373	2	186
1374	1	166
1375	3	92
1376	3	92
1377	3	194
1378	1	126
1379	1	8
1380	1	135
1381	1	30
1382	3	187
1383	3	75
1384	3	95
1385	1	184
1386	2	60
1387	1	75
1388	2	90
1389	2	132
1390	1	195
1391	1	63
1392	3	161
1393	2	120
1394	2	8
1395	1	5
1396	3	25
1397	3	172
1398	2	109
1399	2	179
1400	3	28
1401	1	197
1402	2	5
1403	3	166
1404	1	44
1405	3	27
1406	2	133
1407	2	88
1408	3	29
1409	3	73
1410	1	160
1411	3	168
1412	2	137
1413	3	21
1414	2	104
1415	2	9
1416	1	96
1417	1	136
1418	1	177
1419	1	128
1420	1	4
1421	3	33
1422	1	47
1423	3	52
1424	2	37
1425	3	132
1426	3	72
1427	1	35
1428	2	109
1429	1	133
1430	2	5
1431	3	119
1432	3	189
1433	2	116
1434	1	49
1435	1	37
1436	3	9
1437	3	168
1438	2	59
1439	1	156
1440	3	23
1441	2	170
1442	2	4
1443	3	45
1444	3	107
1445	1	195
1446	1	50
1447	2	22
1448	3	38
1449	3	168
1450	3	105
1451	3	95
1452	3	170
1453	1	76
1454	1	115
1455	3	160
1456	1	188
1457	2	183
1458	3	137
1459	1	199
1460	3	189
1461	2	52
1462	2	106
1463	2	13
1464	3	157
1465	1	20
1466	1	129
1467	2	1
1468	1	105
1469	1	92
1470	2	109
1471	1	23
1472	1	55
1473	1	4
1474	3	25
1475	1	104
1476	3	110
1477	1	90
1478	3	142
1479	2	132
1480	1	40
1481	1	60
1482	2	88
1483	2	30
1484	3	138
1485	3	76
1486	3	22
1487	3	89
1488	2	109
1489	1	97
1490	2	12
1491	2	8
1492	1	19
1493	2	149
1494	2	15
1495	1	37
1496	3	174
1497	3	123
1498	1	187
1499	1	195
1500	1	43
1501	1	33
1502	3	182
1503	1	156
1504	3	68
1505	3	101
1506	1	98
1507	2	57
1508	2	115
1509	3	49
1510	1	34
1511	1	18
1512	3	44
1513	2	122
1514	3	97
1515	1	71
1516	1	158
1517	2	147
1518	2	77
1519	1	119
1520	3	193
1521	3	183
1522	1	127
1523	1	11
1524	3	46
1525	3	100
1526	1	179
1527	1	111
1528	3	41
1529	2	133
1530	3	130
1531	2	130
1532	3	74
1533	3	74
1534	3	12
1535	1	99
1536	2	89
1537	1	18
1538	3	95
1539	1	138
1540	2	136
1541	2	112
1542	3	148
1543	3	15
1544	3	173
1545	2	29
1546	2	121
1547	3	159
1548	2	137
1549	2	36
1550	2	180
1551	1	180
1552	2	47
1553	2	164
1554	2	77
1555	2	125
1556	3	3
1557	3	193
1558	2	32
1559	1	154
1560	1	92
1561	3	112
1562	1	113
1563	3	157
1564	3	130
1565	1	188
1566	1	112
1567	3	179
1568	2	44
1569	2	162
1570	2	57
1571	2	129
1572	1	4
1573	1	81
1574	1	2
1575	1	133
1576	3	51
1577	1	56
1578	1	56
1579	3	77
1580	1	100
1581	2	114
1582	3	71
1583	3	177
1584	1	82
1585	1	43
1586	2	50
1587	1	188
1588	1	17
1589	2	117
1590	1	43
1591	2	88
1592	1	174
1593	3	155
1594	3	145
1595	2	138
1596	1	102
1597	2	38
1598	2	53
1599	1	171
1600	2	147
1601	2	153
1602	3	85
1603	2	35
1604	3	127
1605	3	160
1606	2	22
1607	3	38
1608	3	161
1609	1	153
1610	2	191
1611	3	119
1612	2	133
1613	1	59
1614	2	20
1615	2	70
1616	2	160
1617	1	16
1618	1	2
1619	1	68
1620	1	84
1621	2	76
1622	3	85
1623	2	99
1624	2	47
1625	2	169
1626	3	85
1627	3	128
1628	2	108
1629	1	174
1630	2	79
1631	2	160
1632	1	157
1633	3	152
1634	1	179
1635	1	59
1636	1	127
1637	2	17
1638	1	101
1639	3	172
1640	2	142
1641	3	47
1642	1	57
1643	3	20
1644	2	74
1645	3	181
1646	1	151
1647	1	137
1648	1	64
1649	1	165
1650	1	150
1651	1	4
1652	3	69
1653	3	151
1654	3	17
1655	3	84
1656	1	170
1657	2	50
1658	1	113
1659	3	191
1660	2	178
1661	1	112
1662	1	63
1663	3	94
1664	1	34
1665	1	119
1666	3	124
1667	1	41
1668	3	8
1669	2	12
1670	1	146
1671	1	158
1672	1	101
1673	1	144
1674	2	93
1675	3	23
1676	1	127
1677	2	194
1678	1	22
1679	3	46
1680	3	59
1681	2	97
1682	3	39
1683	3	138
1684	3	55
1685	1	132
1686	2	13
1687	2	29
1688	3	23
1689	3	178
1690	1	159
1691	2	49
1692	1	22
1693	3	114
1694	3	16
1695	3	12
1696	1	166
1697	2	177
1698	2	190
1699	1	61
1700	3	147
1701	3	43
1702	2	150
1703	1	57
1704	1	9
1705	2	173
1706	2	42
1707	1	76
1708	3	152
1709	3	9
1710	3	47
1711	2	182
1712	2	47
1713	3	102
1714	1	49
1715	2	126
1716	3	8
1717	2	63
1718	3	98
1719	3	185
1720	1	144
1721	3	183
1722	1	33
1723	1	189
1724	1	6
1725	1	25
1726	2	154
1727	3	116
1728	3	189
1729	1	118
1730	2	30
1731	3	130
1732	2	63
1733	2	102
1734	1	134
1735	3	56
1736	1	11
1737	2	124
1738	3	119
1739	3	135
1740	2	147
1741	1	45
1742	1	81
1743	2	56
1744	3	70
1745	1	150
1746	1	131
1747	2	19
1748	3	106
1749	1	90
1750	1	47
1751	2	13
1752	3	194
1753	2	179
1754	1	173
1755	1	111
1756	1	88
1757	2	30
1758	2	51
1759	1	82
1760	2	188
1761	1	97
1762	3	110
1763	3	79
1764	2	8
1765	2	13
1766	2	122
1767	3	145
1768	1	3
1769	3	175
1770	1	185
1771	2	62
1772	2	71
1773	1	147
1774	2	200
1775	1	111
1776	2	56
1777	1	137
1778	2	58
1779	1	112
1780	1	28
1781	3	50
1782	1	200
1783	2	135
1784	3	50
1785	3	10
1786	1	7
1787	1	115
1788	1	64
1789	2	62
1790	3	51
1791	3	139
1792	3	118
1793	1	189
1794	1	138
1795	3	27
1796	2	17
1797	1	87
1798	3	16
1799	1	26
1800	1	21
1801	3	12
1802	2	132
1803	1	144
1804	2	135
1805	1	151
1806	3	126
1807	1	70
1808	2	118
1809	3	48
1810	2	47
1811	3	5
1812	2	166
1813	3	31
1814	3	78
1815	2	148
1816	3	72
1817	1	168
1818	3	9
1819	2	150
1820	1	129
1821	3	188
1822	1	85
1823	1	26
1824	1	102
1825	3	15
1826	2	111
1827	2	45
1828	1	99
1829	3	80
1830	3	134
1831	2	22
1832	3	97
1833	1	35
1834	3	160
1835	1	187
1836	3	114
1837	2	115
1838	1	145
1839	3	131
1840	3	189
1841	2	68
1842	2	200
1843	2	107
1844	1	199
1845	3	26
1846	1	3
1847	2	26
1848	1	127
1849	2	119
1850	2	67
1851	1	55
1852	2	16
1853	1	99
1854	3	70
1855	2	101
1856	3	142
1857	2	92
1858	3	22
1859	3	12
1860	3	94
1861	3	9
1862	2	177
1863	1	176
1864	1	168
1865	2	153
1866	1	100
1867	3	183
1868	3	145
1869	2	114
1870	1	172
1871	3	19
1872	2	171
1873	2	47
1874	1	177
1875	3	20
1876	1	119
1877	1	98
1878	1	142
1879	1	30
1880	3	106
1881	3	116
1882	2	153
1883	1	67
1884	2	44
1885	3	65
1886	1	24
1887	1	4
1888	3	181
1889	3	35
1890	3	38
1891	1	64
1892	3	172
1893	3	88
1894	2	155
1895	2	141
1896	2	4
1897	3	13
1898	1	164
1899	2	58
1900	2	76
1901	1	70
1902	2	24
1903	2	17
1904	2	200
1905	3	106
1906	2	200
1907	2	103
1908	2	9
1909	2	112
1910	3	100
1911	1	103
1912	3	109
1913	3	86
1914	3	190
1915	1	116
1916	2	106
1917	2	36
1918	1	182
1919	1	135
1920	1	169
1921	3	98
1922	3	62
1923	3	116
1924	2	64
1925	2	46
1926	3	130
1927	3	55
1928	3	180
1929	1	37
1930	3	172
1931	1	58
1932	1	96
1933	1	194
1934	2	129
1935	2	163
1936	2	173
1937	3	191
1938	1	104
1939	2	166
1940	2	114
1941	2	129
1942	3	62
1943	1	83
1944	2	105
1945	1	174
1946	2	167
1947	1	161
1948	1	130
1949	2	46
1950	3	12
1951	1	187
1952	2	162
1953	2	94
1954	1	42
1955	2	164
1956	1	200
1957	3	108
1958	1	183
1959	2	19
1960	3	153
1961	1	49
1962	3	98
1963	3	26
1964	2	36
1965	2	168
1966	3	48
1967	3	67
1968	2	1
1969	3	164
1970	1	86
1971	1	70
1972	2	23
1973	1	93
1974	2	149
1975	2	7
1976	3	100
1977	1	121
1978	3	9
1979	2	134
1980	2	89
1981	3	15
1982	3	139
1983	3	42
1984	1	53
1985	3	38
1986	3	53
1987	2	80
1988	1	39
1989	1	34
1990	2	183
1991	1	30
1992	1	82
1993	1	137
1994	3	35
1995	2	154
1996	1	61
1997	2	101
1998	1	135
1999	3	139
2000	3	25
2001	1	4
2002	1	73
2003	2	180
2004	2	92
2005	2	78
2006	3	183
2007	1	3
2008	1	92
2009	3	19
2010	1	159
2011	3	80
2012	3	109
2013	2	117
2014	3	200
2015	2	93
2016	2	8
2017	3	32
2018	3	141
2019	2	65
2020	1	157
2021	2	184
2022	3	127
2023	1	44
2024	3	132
2025	2	20
2026	1	141
2027	2	128
2028	3	30
2029	2	98
2030	1	17
2031	1	129
2032	2	164
2033	2	163
2034	1	83
2035	1	26
2036	2	87
2037	2	117
2038	3	181
2039	3	154
2040	1	134
2041	2	1
2042	2	103
2043	3	98
2044	2	134
2045	1	140
2046	1	115
2047	3	44
2048	1	48
2049	1	112
2050	1	25
2051	1	50
2052	3	77
2053	3	27
2054	3	66
2055	1	195
2056	2	148
2057	2	116
2058	1	165
2059	3	181
2060	3	116
2061	1	149
2062	3	98
2063	2	22
2064	2	78
2065	1	199
2066	1	186
2067	2	163
2068	2	76
2069	3	111
2070	2	51
2071	1	195
2072	2	34
2073	1	110
2074	2	16
2075	2	117
2076	2	141
2077	1	4
2078	1	2
2079	2	129
2080	1	197
2081	1	31
2082	1	21
2083	3	17
2084	1	177
2085	1	37
2086	1	12
2087	1	16
2088	3	135
2089	2	63
2090	1	24
2091	2	133
2092	2	36
2093	1	26
2094	3	44
2095	2	92
2096	3	25
2097	1	75
2098	1	152
2099	2	183
2100	1	75
2101	2	129
2102	3	34
2103	1	107
2104	2	102
2105	3	36
2106	1	185
2107	1	113
2108	1	73
2109	2	158
2110	2	184
2111	3	3
2112	2	30
2113	3	191
2114	3	116
2115	2	157
2116	2	195
2117	1	154
2118	3	23
2119	2	101
2120	3	97
2121	1	159
2122	2	105
2123	1	141
2124	1	131
2125	1	80
2126	1	52
2127	3	135
2128	2	91
2129	2	104
2130	3	143
2131	3	18
2132	1	62
2133	3	39
2134	3	109
2135	1	42
2136	3	133
2137	2	72
2138	2	200
2139	2	84
2140	3	114
2141	3	90
